file,event,lab_a,lab_b,gap,angle,offset,e_a,e_b,len_a,len_b,reason
flow0000001,2,10,13,49.387348782521244,3.732963402926246,0.8043192330446721,831.7404789924622,96.60415182262659,497.95212319526075,46.63951791867754,anchors 52.0cm > eps5
flow0000001,2,13,17,16.95970423594283,1.6632591416067377,0.4449284262206881,96.60415182262659,208.1541370227933,46.63951791867754,53.03890366226108,anchors 17.8cm > eps5
flow0000001,2,11,35,41.06598169685489,7.666627235372452,4.889427190226733,202.799120105803,320.1775085106492,122.38345442205409,202.99549333765714,anchors 40.8cm > eps5
flow0000001,2,53,56,71.2560036605355,0.1810438414346972,2.010206667596271,171.30800220370293,509.6956938803196,95.9296522472064,333.47591321902485,anchors 71.9cm > eps5
flow0000001,2,21,32,64.09217686058231,3.014223838947601,4.5954726335491785,358.4694427251816,203.6912790685892,257.62874757319116,139.25736550802787,anchors 64.9cm > eps5
flow0000001,2,55,58,64.74999016734625,14.637301819513517,1.1274390956356246,812.7594709768891,128.7882323935628,497.94946826364526,32.04428399962539,anchors 64.7cm > eps5
flow0000001,2,60,74,45.13461287982682,1.9406915516172043,4.317623531809229,111.43072213232517,559.640612334013,56.92092385915375,400.77719788393904,anchors 45.6cm > eps5
flow0000001,2,61,68,17.77579125555023,14.889654360983611,1.3209690427451468,411.50084690749645,76.9384645447135,315.2228709984323,41.962446954425005,anchors 18.3cm > eps5
flow0000001,2,134,139,43.93849901951033,9.309040732302048,2.2354537287547025,90.07721120119095,68.42562533169985,33.04161854916356,28.12237885044463,anchors 44.4cm > eps5
flow0000001,2,75,77,7.860848936338329,5.607060528080361,0.8040338132965928,204.7882025912404,45.33970722556114,68.23733158498021,25.94495511942049,anchors 5.3cm > eps5
flow0000001,2,110,148,37.11898263087752,5.006570574889116,6.482467349780076,84.15120074898005,93.30381961166859,55.69787022446371,63.97662185529552,anchors 37.4cm > eps5
flow0000001,2,142,147,10.013868211547019,1.1598688296670474,1.9806370785768623,228.35913154482841,104.04283385723829,92.9850261832681,38.25448649935428,anchors 7.2cm > eps5
flow0000001,3,115,126,60.43418405136502,7.759162613425862,4.7851396365777825,700.8478778675199,66.86932402849197,442.99895599802903,20.131103443036515,anchors 60.9cm > eps5
flow0000001,3,7,46,56.871828806362686,0.8205250784852868,1.28961217090827,270.0093553289771,353.00200944393873,185.71189741145494,273.6781259672946,anchors 57.9cm > eps5
flow0000001,3,76,79,2.735247671814828,14.022764583829648,2.6061426038110143,135.10833394527435,82.68470574915409,46.07153591061305,56.66623526033689,doca 2.54 >= 1.5 (int)
flow0000001,3,52,53,12.163377819521608,4.046146590936381,1.975006662319466,439.1273208260536,164.01883241534233,91.32453224617399,35.69687917620167,anchors 12.1cm > eps5
flow0000001,3,60,66,6.577684768601637,14.001534686523355,3.2438872539020696,143.5001603588462,85.69699253886938,98.87209265024435,43.74235406172333,anchors 6.3cm > eps5
flow0000001,3,105,108,74.24779754156901,2.3455280394350906,4.289834088342988,259.12735291570425,386.1049984693527,171.6554013398697,251.88169059737993,anchors 75.0cm > eps5
flow0000001,3,58,62,42.92548328380064,13.640426331201583,1.2209679797458461,353.5640866532922,59.27571281045675,200.94555646276046,28.33017403583274,anchors 43.1cm > eps5
flow0000001,3,69,80,47.58990189179887,2.2146062593044626,2.2331451905467286,419.4955556988716,117.35131956636906,276.3892888439293,62.44178799517289,anchors 48.4cm > eps5
flow0000001,4,6,8,70.94772469881012,0.8767634937357744,5.981802292773476,442.1058565750718,254.2425365447998,290.45651552768254,140.3192802004408,anchors 71.6cm > eps5
flow0000001,4,56,58,7.174174905830417,10.00687282618006,2.525837916179898,558.6409626975656,79.41956413537264,60.23797087003564,52.38168032947566,anchors 7.4cm > eps5
flow0000001,4,56,62,18.747651228687168,12.492906954938857,5.881191500761291,558.6409626975656,608.1521405205131,60.23797087003564,109.15645158277576,anchors 17.7cm > eps5
flow0000001,4,58,62,2.6871443603924803,3.753621583342147,0.7353071743114102,79.41956413537264,608.1521405205131,52.38168032947566,109.15645158277576,doca 1.73 >= 1.5 (int)
flow0000001,4,51,72,55.8611674681215,0.3987572183178115,2.4621864445908934,170.17588529735804,119.5687367618084,64.27693953513044,70.63213975608474,anchors 56.4cm > eps5
flow0000001,4,84,90,36.314934556180404,4.973784104974931,5.3960569413674095,107.17374581098557,107.14078597724438,54.366271576189575,70.38479656738855,anchors 36.7cm > eps5
flow0000001,5,51,55,2.622260285929197,3.6404620593313646,2.622106155911825,810.4388784617186,516.750951230526,497.28146094260535,95.13130474071852,doca 2.52 >= 0.75 (bnd)
flow0000001,5,21,40,47.63885913662737,0.24595643742241902,2.283937940102813,372.99475222826004,395.20236425101757,223.2133274092082,229.56984506191048,anchors 48.3cm > eps5
flow0000001,5,26,29,10.783087643176588,0.5615225355206758,2.0806726423709647,202.23831359297037,9.247041754424572,81.91483315985258,21.526228374512584,anchors 13.8cm > eps5
flow0000001,5,63,71,45.865190485484455,0.32221678374077767,3.1196105791767876,187.56906481832266,288.7784273773432,96.03097822677486,156.64054627456966,anchors 48.0cm > eps5
flow0000001,6,70,83,40.82148715696709,1.0090471168414703,1.3563785205203336,100.31911420822144,637.0002335980535,61.58486941701729,404.0655851375519,anchors 41.5cm > eps5
flow0000001,6,23,24,15.422450521979131,10.930817491212595,1.626803131379388,459.08216977864504,78.56386857479811,86.58687370782671,33.169409991324414,anchors 15.3cm > eps5
flow0000001,6,30,49,14.150443595686545,8.143341735176426,5.737823282468493,841.5481645017862,84.06251145899296,500.7691978353779,38.14451114066241,anchors 13.9cm > eps5
flow0000001,6,75,76,5.238556419897926,4.213900223098064,5.235324775634404,345.2709802016616,58.20251242816448,79.68015764703753,34.64229739918928,doca 4.48 >= 1.5 (int)
