file,event,group,label_a,label_b,gap_cm,angle_deg,offset_cm,e_a,e_b,len_a,len_b,cross_tpc
flow0000001.pt,0,14,6,32,17.048793096118807,6.464564203695996,6.067257442171608,846.8006384074688,129.12595710903406,500.8559648588682,38.92456442527153,True
flow0000001.pt,0,35,7,10,36.372434589331384,7.825324927855437,0.46593809121122104,764.5218071043491,59.34529576450586,496.38138565270833,35.357937689807116,True
flow0000001.pt,0,6,98,115,62.606525200895355,1.5348471487665896,4.072289692406545,456.1007786989212,158.33644435554743,323.19582598543695,97.77060193546089,True
flow0000001.pt,0,6,114,117,1.5147559893139109,12.220679866904838,1.4954606156965717,824.3653271645308,51.13562839478254,496.7023868880201,20.60138487109925,True
flow0000001.pt,0,2,86,89,2.6388010229852727,9.525247074996702,2.0538675628485925,407.9476606696844,89.39491859078407,286.5279676976321,54.34534995468748,True
flow0000001.pt,0,2,86,93,58.78126468337822,3.9601260841015504,6.715481932876133,407.9476606696844,144.2646163329482,286.5279676976321,95.46919104242605,True
flow0000001.pt,0,2,107,125,79.70187008851906,0.5194081837003276,0.7507652242013124,235.787782587111,164.49604314565659,126.4611068655111,97.94061604677484,True
flow0000001.pt,0,2,123,131,22.8201104658473,10.104039589148252,3.986130884366463,177.07955991476774,106.71086862683296,46.82556695552086,29.75429701019486,False
flow0000001.pt,0,2,123,132,4.050714582713607,2.018091917636082,0.9274117818986584,177.07955991476774,138.12906043231487,46.82556695552086,45.23165125999655,False
flow0000001.pt,0,16,14,15,3.7488854133280274,7.247748729307922,3.7083854884792133,212.13262156397104,102.5597785115242,51.613861845199175,46.28224451876147,False
flow0000001.pt,0,16,14,18,14.175064952879447,2.9949021604466353,0.48384187330397677,212.13262156397104,75.55444885790348,51.613861845199175,20.280214539433715,False
flow0000001.pt,0,47,24,40,56.53434632182923,3.5413810519809235,3.443487389993247,357.48779805749655,320.4456508010626,253.02454326146864,194.89172866676682,True
flow0000001.pt,0,24,26,35,21.424030780439573,14.101595933497734,0.22351229195420882,105.0556875616312,75.12580522149801,66.26277521792537,23.813039947641187,True
flow0000001.pt,0,46,34,38,52.85171390492709,0.35118650739873936,2.7056325541624746,78.35320982336998,651.1214215382934,50.57059001340983,395.3051958585543,True
flow0000001.pt,0,29,44,85,43.917437081656296,0.9550994412367116,2.7829103279864587,106.90926734358072,585.9687415510416,65.82055205052714,400.97587426318677,True
flow0000001.pt,0,1,161,163,2.9858023094841215,3.835814788507932,0.8912014833579023,204.99551760405302,259.70980954915285,59.502383397313736,76.87900860827499,False
flow0000001.pt,0,10,48,70,9.053428184701634,0.22881331462561702,0.5913783590823066,456.29344418644905,85.93965776264668,297.5367159030251,52.37916370327216,True
flow0000001.pt,0,10,48,76,62.629654002126955,0.6212813573854069,2.293901972852722,456.29344418644905,191.20982421189547,297.5367159030251,76.26951563410745,True
flow0000001.pt,0,26,95,97,57.55386215702693,6.697133496581741,1.983042892187872,60.10720510035753,70.12634604424238,23.6662966782661,23.07608624874432,True
flow0000001.pt,0,4,75,88,4.657164054303797,0.9217185176418435,0.8153613062660005,496.63910614699125,308.841709472239,298.1083156145504,197.94620154568392,True
flow0000001.pt,0,18,177,178,38.87434804786121,1.5515554510458904,1.2578174491380072,154.00287829339504,2.40960656106472,105.84918442220021,24.13115971190517,False
flow0000001.pt,0,42,124,143,13.011235562512196,13.468176521931342,4.490397425916772,388.04010370373726,73.22827877104282,291.6926975608316,43.82024861883122,True
flow0000001.pt,1,23,133,137,4.685557245038109,1.9597071297306448,0.12424627247820842,110.56627031415701,70.862778455019,33.678865636782355,24.18389858693355,False
flow0000001.pt,1,23,133,141,44.427706874411626,14.23314263873519,2.137886435478643,110.56627031415701,51.11015162616968,33.678865636782355,24.373604675691688,True
flow0000001.pt,1,23,137,141,15.73925936296056,14.394643712189062,3.014417230262769,70.862778455019,51.11015162616968,24.18389858693355,24.373604675691688,True
flow0000001.pt,1,49,12,15,48.701929092145754,4.232334145272359,2.3424752718998465,1664.0052675455809,403.8218803703785,162.9462263100868,47.1012598854267,True
flow0000001.pt,1,50,17,27,50.38083775959253,0.25811690835401213,3.206118601510135,84.53494219481945,311.9894981831312,52.372535732313025,193.58439273460425,True
flow0000001.pt,1,50,30,34,5.046060674722754,1.4263738955268457,0.8037803815591822,354.7447632700205,606.3292972445488,63.71863589366633,74.27529157046126,True
flow0000001.pt,1,37,23,37,3.067837849910685,11.784137211270188,1.5395810885707093,430.49984438717365,49.95431165397167,302.9653390649372,29.161429411927635,True
flow0000001.pt,1,27,26,49,58.04966730329664,1.279601092664452,3.1331412097698044,564.2045795097947,139.49221585690975,372.0046090483552,77.7987261895333,True
flow0000001.pt,1,14,56,87,59.626540432528564,0.6461442483527986,1.2021269637182563,302.4220879524946,247.0181766450405,197.53039747342837,142.97589458093177,True
flow0000001.pt,1,1,70,72,62.696623982416696,2.492740633404705,2.1663573846497184,117.21915993839502,541.5635456219316,78.85988391053411,356.96591928245005,True
flow0000001.pt,1,25,80,92,37.64734803090832,11.087621196623568,2.8070371927446267,58.65917979180813,91.19658850133419,38.17543391334067,48.91110030458249,True
flow0000001.pt,1,12,121,122,0.8215483476031071,3.381262517505067,0.7823360847765041,1127.8332238197327,1000.6898171976209,495.08578910769666,86.38833727349913,True
flow0000001.pt,1,29,123,131,57.1021741241502,0.20826492518818354,1.6362053317663028,316.9962837845087,352.5361091271043,195.96229699028748,244.49248215884495,True
flow0000001.pt,2,25,22,24,7.195420371357506,3.734891136977129,1.7031021202786087,177.77745926380157,161.81909134238958,53.95964758923259,58.52180985176577,False
flow0000001.pt,2,24,76,90,52.397841662638065,0.7301537212660726,1.1968915177565085,534.3810624554753,126.70600076764822,362.96442118362506,84.07644098684847,True
flow0000001.pt,2,19,40,41,5.438720689433497,12.738330405487869,2.0796553101626083,141.33353554457426,60.91513077914715,48.087004169872195,24.631165589168695,False
flow0000001.pt,2,19,42,44,3.0114414026045164,4.538465667358131,2.1480014194706367,89.03920061141253,68.3746724575758,30.69488594450849,43.17396406157137,False
flow0000001.pt,2,19,42,45,20.806303208311167,7.726651413272559,3.6192924116803638,89.03920061141253,142.62917868047953,30.69488594450849,45.212573378831365,False
flow0000001.pt,2,19,43,62,44.05697967047737,1.055552219800105,1.6941842184871947,139.81194742023945,255.00333206355572,87.67575758675413,160.9424844129644,True
flow0000001.pt,2,19,44,45,6.655966011090609,12.10391134200191,2.5462411981940094,68.3746724575758,142.62917868047953,43.17396406157137,45.212573378831365,False
flow0000001.pt,2,30,10,13,49.387348782521244,3.732963402926246,0.8043192330446721,831.7404789924622,96.60415182262659,497.95212319526075,46.63951791867754,True
flow0000001.pt,2,30,13,17,16.95970423594283,1.6632591416067377,0.4449284262206881,96.60415182262659,208.1541370227933,46.63951791867754,53.03890366226108,True
flow0000001.pt,2,36,11,35,40.1157123373711,3.8375404902455283,2.0381735079714907,202.799120105803,179.06084203720093,122.38345442205409,116.47024910023714,True
flow0000001.pt,2,36,35,36,3.0843287584215178,13.622584654530364,2.6159784544262874,179.06084203720093,141.11666647344828,116.47024910023714,89.98697482718669,True
flow0000001.pt,2,17,53,56,71.2560036605355,0.1810438414346972,2.010206667596271,171.30800220370293,509.6956938803196,95.9296522472064,333.47591321902485,True
flow0000001.pt,2,44,21,32,64.09217686058231,3.014223838947601,4.5954726335491785,358.4694427251816,203.6912790685892,257.62874757319116,139.25736550802787,True
flow0000001.pt,2,3,55,58,64.74999016734625,14.637301819513517,1.1274390956356246,812.7594709768891,128.7882323935628,497.94946826364526,32.04428399962539,True
flow0000001.pt,2,37,60,74,45.13461287982682,1.9406915516172043,4.317623531809229,111.43072213232517,559.640612334013,56.92092385915375,400.77719788393904,True
flow0000001.pt,2,16,61,68,17.77579125555023,14.889654360983611,1.3209690427451468,411.50084690749645,76.9384645447135,315.2228709984323,41.962446954425005,True
flow0000001.pt,2,16,83,88,4.780164946328219,2.207183744455023,4.750757460389664,62.676357455551624,138.37793271243572,28.1752955759806,52.60769427184708,True
