file,event,label,e_mev,length,linearity,purity,foreign,hint,dom_t0,top_foreign
flow0000001,12,1104,446.0042452290654,69.37073461802791,0.7402271873939325,0.6991622005420677,134.17493568360806,mixed/absorbed,301.6862906995027,g47:119MeV(t0 541)
flow0000001,12,1170,234.48911349475384,60.20688756639362,0.8668701832277101,0.8671014366014332,31.16326631605625,mixed/absorbed,220.74741430352205,g32:30MeV(t0 364)
flow0000001,12,1339,616.3877662196755,70.20389313546724,0.8107092858515047,0.9136237449232764,53.241266921162605,mixed/absorbed,348.4797156320634,g50:53MeV(t0 571)
flow0000001,12,1571,1251.4227882102132,94.99854109610484,0.9158384797376689,0.9818605613761654,22.700106859207153,mixed/absorbed,301.6545653794528,g63:12MeV(t0 709)
flow0000001,12,1711,123.96615270525217,41.54358349457128,0.8786251174444393,0.7906342862013622,25.954262048006058,mixed/absorbed,76.05348071964106,g28:26MeV(t0 283)
flow0000001,12,2086,124.79891770333052,38.37775047352575,0.6843437054680215,0.8023532348994752,24.66610237210989,mixed/absorbed,9.72368742801525,g6:25MeV(t0 60)
flow0000001,2,21,451.1548194438219,298.32457989316975,0.9978696459690984,0.9472993014740116,23.776174128055573,mixed/absorbed,601.6213331761853,g45:24MeV(t0 609)
flow0000001,2,81,201.05429016798735,79.77635640595,0.9890326453371711,0.8857720532865815,22.966018743813038,mixed/absorbed,216.06603046492035,g21:23MeV(t0 319)
flow0000001,2,91,178.7113346606493,84.43957279390048,0.9929212763059364,0.8468027544837647,27.37808421254158,mixed/absorbed,29.864631098602455,g16:27MeV(t0 215)
flow0000001,2,290,44.791323602199554,16.391345427691586,0.8721039730430967,0.5457053224181252,20.348459914326668,mixed/absorbed,331.18816551795373,g26:20MeV(t0 414)
flow0000001,2,600,352.9830567538738,70.4170150909883,0.8357928204607238,0.9344533098765696,23.1368710398674,mixed/absorbed,362.57381173957634,g27:23MeV(t0 421)
flow0000001,2,773,325.24241077154875,68.04988937437298,0.7272082417901876,0.9063361483697282,30.46345690637827,mixed/absorbed,517.766702551825,g49:16MeV(t0 648)
flow0000001,2,917,275.32344587892294,59.45773103621058,0.7857609822739063,0.6187814715489877,104.95839888602495,mixed/absorbed,192.12303537807307,g19:105MeV(t0 267)
flow0000001,2,1011,313.78973143547773,82.13987960545234,0.9465890694363486,0.7356870976253077,82.93867465108633,mixed/absorbed,483.26141239398095,g16:83MeV(t0 215)
