file,event,label,e_mev,length,n_tpcs,purity,foreign,hint,dom_t0,top_foreign,vp_merged
flow0000002,2,100,709.0107364207506,505.5337913155894,6,0.991655335154077,5.916456967592239,mixed/absorbed,443.1089013667131,g24:6MeV(t0 281),
flow0000002,2,117,204.97449898719788,31.83047813737535,1,0.9608318828139117,8.028465196490288,mixed/absorbed,278.76382770302854,g40:8MeV(t0 443),
flow0000002,3,8,90.51413574814796,39.07240486328088,1,0.654429382964511,31.279025740921497,mixed/absorbed,542.3089371530633,g47:31MeV(t0 512),
flow0000002,3,19,468.1424420699477,304.17203538079843,3,0.9694190437562777,14.316243536770344,mixed/absorbed,622.326824974768,g61:14MeV(t0 678),yes
flow0000002,3,39,41.26377349346876,24.588763799159736,1,0.8280557835029824,7.095067203044891,mixed/absorbed,218.44098309389094,g1:7MeV(t0 13),
flow0000002,3,43,718.4787829890847,505.26393141048527,6,0.9899398239711504,7.228023029863834,mixed/absorbed,431.01342132116724,g55:7MeV(t0 602),
flow0000002,3,76,220.53416099399328,159.43757606087922,2,0.8557150248091232,31.81976594775915,mixed/absorbed,150.25685823285903,g26:31MeV(t0 301),
flow0000002,3,97,171.43633856624365,53.403936883901856,1,0.757581723706678,41.55930168926716,mixed/absorbed,558.4824687110054,g42:42MeV(t0 452),
flow0000002,3,111,239.21120038628578,170.5093141557357,2,0.9281614429281033,17.184587471187115,mixed/absorbed,150.86300830394214,g42:17MeV(t0 452),
flow0000002,3,118,789.1767626851797,495.23848699691354,6,0.971144918515237,22.771759793162346,mixed/absorbed,128.2657210664155,g47:23MeV(t0 512),
flow0000002,3,126,141.58686766773462,55.07648527299407,1,0.7837484039024224,30.61838611960411,mixed/absorbed,451.0832011601696,g62:31MeV(t0 717),
flow0000002,3,134,138.0583639666438,66.35458402076773,1,0.6999106181958493,41.42984909564257,mixed/absorbed,512.0148772345649,g12:41MeV(t0 128),
flow0000002,4,6,111.04427490383387,26.881418291946776,1,0.8125106642016504,20.819617345929146,mixed/absorbed,29.749948695554572,g16:21MeV(t0 188),
flow0000002,4,17,445.03407100588083,276.44825142354864,3,0.7337321997159444,118.49824313819408,bad-stitch?(tpc19),563.7148622845291,g7:118MeV(t0 66),
flow0000002,4,47,75.09220825135708,29.243613316012627,1,0.6551484317383645,25.895665779709816,mixed/absorbed,390.36770256198184,g36:26MeV(t0 415),
flow0000002,4,65,387.71113604307175,234.13686073400288,3,0.9828549769826718,6.647316351532936,mixed/absorbed,579.0857644563938,g1:6MeV(t0 28),
flow0000002,4,72,673.2314323708415,498.3415002532278,5,0.9887991742175667,7.540747985243797,mixed/absorbed,598.5698520391935,g33:8MeV(t0 376),
flow0000002,4,90,107.53599043935537,62.64991818397064,1,0.9232212345301712,8.25648058950901,mixed/absorbed,363.77347509579965,g45:8MeV(t0 521),
flow0000002,4,110,148.02973456680775,70.4210927938174,1,0.651873572143031,51.53306271135807,mixed/absorbed,364.10533614514986,g13:52MeV(t0 151),
flow0000002,5,4,161.1426891312003,79.77464040779043,1,0.9159414681445932,13.545417867600918,mixed/absorbed,558.2323715873387,g51:14MeV(t0 576),
flow0000002,5,10,88.37458071857691,43.75391073500039,1,0.9325768414583834,5.9584933668375015,mixed/absorbed,147.7554459791917,g17:6MeV(t0 190),
flow0000002,5,16,246.79589508473873,156.63131159512574,2,0.9753430284421566,6.085239365696907,mixed/absorbed,29.50665280879923,g55:6MeV(t0 616),
flow0000002,5,17,202.17096330970526,137.77139344077284,2,0.9563192587861433,8.830977529287338,mixed/absorbed,608.4824434937127,g2:9MeV(t0 30),yes
flow0000002,5,26,74.33730586618185,30.800845370490933,1,0.8328703112931984,12.42397078871727,mixed/absorbed,338.67615994540125,g45:12MeV(t0 506),
flow0000002,5,49,95.084473349154,42.057637463881036,1,0.9292933012226882,6.723109215497971,mixed/absorbed,363.78940725925077,g26:7MeV(t0 297),
flow0000002,5,61,709.0432151854038,397.22401266257543,4,0.9523075403916513,33.816014900803566,mixed/absorbed,396.1775788418541,g46:33MeV(t0 529),yes
flow0000002,6,15,108.46429290622473,42.987721341615654,1,0.8257127992866089,18.903937987983227,mixed/absorbed,349.43536205291747,g36:19MeV(t0 482),
flow0000002,6,22,338.3045715242624,234.8100694655069,4,0.9742385446563567,8.715218111872673,mixed/absorbed,19.3451879868485,g21:9MeV(t0 256),
flow0000002,6,38,812.5709453970194,500.4059380579504,6,0.9933402207932415,5.41154308617115,mixed/absorbed,190.96554451860217,g24:5MeV(t0 281),
flow0000002,6,56,322.4648229405284,57.88384702323751,1,0.9782536663562412,7.012427628040314,mixed/absorbed,406.21235239365524,g10:7MeV(t0 116),
flow0000002,6,64,106.2115281149745,51.71181187706718,1,0.9277897220751128,7.669563964009285,mixed/absorbed,181.6183621406555,g22:8MeV(t0 267),
flow0000002,6,75,714.4924957752228,498.2837866141675,5,0.9892358553871893,7.690900549292564,mixed/absorbed,425.70431891347346,g16:8MeV(t0 189),
flow0000002,6,88,124.66261899471283,52.06155643693707,1,0.8650136151557238,16.827756263315678,mixed/absorbed,190.96638198678485,g27:17MeV(t0 319),
flow0000002,6,97,635.5001428797841,396.21739459404546,4,0.9907767700440142,5.861363954842091,mixed/absorbed,182.82351046679867,g24:6MeV(t0 281),
flow0000002,6,106,780.0956365466118,493.30635862412123,6,0.9714968800111894,22.235159531235695,mixed/absorbed,404.2268274133856,g21:19MeV(t0 256),
flow0000002,6,112,297.09350483864546,191.40930552395022,2,0.9751027695161539,7.396805465221405,mixed/absorbed,276.0250889950707,g32:7MeV(t0 403),
flow0000002,7,25,297.46036287397146,123.18472052318921,3,0.9537104943619695,13.769293144345284,mixed/absorbed,480.6004027101235,g51:14MeV(t0 562),yes
flow0000002,7,57,416.07802503556013,140.61550717387004,2,0.987070077324308,5.379856690764427,mixed/absorbed,396.07449277832535,g49:5MeV(t0 540),yes
flow0000002,7,72,94.09040880203247,32.22042289797883,1,0.9038963376865908,9.042432874441147,mixed/absorbed,259.65347361010174,g29:9MeV(t0 325),
flow0000002,7,78,326.9780043512583,230.67922083491823,3,0.9270830045054538,23.842253670096397,mixed/absorbed,182.29845798560686,g24:24MeV(t0 260),
flow0000002,7,99,122.01560367643833,34.860990987798054,1,0.6434609754477447,43.5033243149519,mixed/absorbed,395.97244797837675,g43:44MeV(t0 467),
flow0000002,7,109,57.9792735427618,24.994296440076567,1,0.5939592318597569,23.54194876551628,mixed/absorbed,340.66806544614644,g45:24MeV(t0 502),
flow0000002,7,141,1013.2032860666513,499.07247679714186,6,0.7125667490157418,291.228314422071,bad-stitch?(tpc58),494.938964273967,g4:291MeV(t0 56),
flow0000002,7,142,88.78491160273552,41.6223232122897,1,0.7711847693433175,20.315340027213097,mixed/absorbed,44.214185438960435,g36:20MeV(t0 405),
flow0000002,7,145,106.33461108058691,28.634147621208804,1,0.9323820670916623,7.190126597881317,mixed/absorbed,561.9069515508114,g69:5MeV(t0 1040),
flow0000002,7,161,111.42355674505234,31.908158956040495,1,0.8851281328350983,12.799432009458542,mixed/absorbed,182.68912662159312,g26:13MeV(t0 286),
flow0000002,8,4,824.93090390414,465.22595415203807,5,0.9919344442421115,6.653526201844215,mixed/absorbed,268.21709111501764,g33:7MeV(t0 336),
flow0000002,8,18,563.6100233644247,398.3277516446647,5,0.8560879836081731,81.11025492101908,bad-stitch?(tpc3),25.47468603960853,g4:81MeV(t0 54),
flow0000002,8,28,522.6016435846686,93.13194430347268,2,0.9764573364416177,12.303434669971466,mixed/absorbed,163.3348571082834,g26:12MeV(t0 268),
flow0000002,8,33,732.6666907593608,501.1106806849035,5,0.9844352237547831,11.403793103992939,mixed/absorbed,263.9851058194913,g34:11MeV(t0 350),
flow0000002,8,36,715.0740025788546,495.27859828813143,5,0.9912097094274892,6.285708263516426,mixed/absorbed,349.92121584849343,g25:6MeV(t0 264),
flow0000002,8,48,902.1247696951032,495.7214866651102,6,0.8819340258210114,106.51023976504803,bad-stitch?(tpc19),142.5121759154065,g0:107MeV(t0 9),
flow0000002,8,67,75.30923695862293,28.029356246289765,1,0.7211304076807219,21.001456208527088,mixed/absorbed,130.46636186245672,g14:19MeV(t0 160),
flow0000002,8,83,207.20704525709152,131.44280721764332,2,0.9567361713306946,8.964570105075836,mixed/absorbed,496.6092320414423,g36:9MeV(t0 365),
flow0000002,8,128,70.57473335415125,28.084110157158538,1,0.5701973485943309,30.33320751786232,mixed/absorbed,388.8268823356272,g39:30MeV(t0 396),
flow0000002,9,35,714.4589001610875,380.37185551551613,4,0.9807575261328195,13.747956715524197,mixed/absorbed,59.7233719406064,g5:12MeV(t0 80),yes
flow0000002,9,86,544.2955912202597,365.1962648061169,5,0.9812999221314501,10.17836993932724,mixed/absorbed,402.0807641385867,g18:10MeV(t0 216),
flow0000002,9,108,86.17292680591345,35.394931098273275,1,0.8063914697522437,16.683813706040382,mixed/absorbed,212.859002818232,g19:17MeV(t0 226),
